,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 0, 1, 0, 1, 2)",221677,157716,157512,157199,156792,156303,155738,155104,154410,153650,152836,151976,151070,150121,149131
"Z(1, 0, 1, 0, 2, 0)",221677,159227,159237,159244,159251,159262,159273,159285,159298,159301,159299,159294,159281,159259,159226
"Z(1, 0, 1, 0, 2, 1)",221677,167517,168723,169670,171457,173278,174790,176031,177030,177801,178374,178770,179003,179085,179028
"Z(1, 0, 1, 0, 2, 2)",221677,195100,196915,198515,199918,201145,202204,203107,204026,205428,206652,207713,208615,209492,211091
"Z(1, 0, 1, 0, 3, 0)",221677,203462,205023,206459,207787,209020,210310,211685,212972,214163,215272,216311,217674,218950,220139
"Z(1, 0, 1, 0, 3, 1)",221677,174781,176040,177198,178473,179773,180991,182133,183204,184196,185120,186112,187178,188176,189107
"Z(1, 0, 1, 0, 3, 2)",221677,278527,280718,282775,284715,286558,288306,289968,291827,293598,295290,296913,298463,299942,301357
"Z(1, 0, 1, 1, 0, 0)",221677,160548,161827,162857,163666,164278,164710,164979,165101,165079,164932,164673,164309,163848,163297
"Z(1, 0, 1, 1, 0, 1)",221677,161036,162995,164533,165703,166555,167122,167439,167533,167418,167121,166665,166062,165324,164464
"Z(1, 0, 1, 1, 0, 2)",221677,151980,149256,146548,143867,141223,138618,136056,133541,131066,128638,126261,123932,121651,119417
"Z(1, 0, 1, 1, 1, 0)",221677,202331,203881,205788,207488,209003,210339,211512,212532,213395,214490,215841,217023,218045,218915
"Z(1, 0, 1, 1, 1, 1)",221677,157464,156859,156242,155616,154987,154351,153709,153063,152401,151729,151051,150362,149661,148946
"Z(1, 0, 1, 1, 1, 2)",221677,158733,158908,158973,158940,158824,158627,158359,158026,157623,157162,156649,156085,155473,154815
"Z(1, 0, 1, 1, 2, 0)",221677,160821,161404,161987,162572,163163,163757,164354,164953,165542,166127,166710,167284,167848,168398
"Z(1, 0, 1, 1, 2, 1)",221677,167959,169213,170209,171718,173586,175145,176434,177483,178304,178928,179375,179660,179794,179790
"Z(1, 0, 1, 1, 2, 2)",221677,205133,206609,207909,209230,211007,212612,214060,215361,216508,217519,218405,219494,220794,221947
